########## CURVA DE EXCITACAO - BOBINA GIRANTE ##########

### Dados de Configura��o ###
arquivo                        	C:\Users\labimas\Desktop\Q14-001\Bobina Principal e Auxiliar\50 A\Q14-001_Q_BOB_-0010A_161013_110307.dat
data                           	13/10/2016
hora                           	11:03:07
temperatura_ima(C)             	23.1
ganho_integrador               	100
nr_pontos_integracao           	144
velocidade(rps)                	1.0
aceleracao(rps^2)              	0.5
nr_coletas                     	19
nr_voltas                      	10
intervalo_analise              	6-23
sentido_de_rotacao             	Horario
corrente_alim_principal_avg(A)	+50
corrente_alim_principal_std(A)	+0.000000e+00
corrente_alim_secundaria_avg(A) -1.000025e+01
corrente_alim_secundaria_std(A) +3.800503e-05

### Dados da Bobina Girante ###
nome_bobina_girante            	Anel_Bobina_Radial_28-09-2016_Quadrupolo_Q20
tipo_bobina_girante            	Bobina Radial
tipo_medicao                   	N_Bucked
pulso_start_coleta             	329683
n_espiras_bobina_principal     	9
raio_interno_bobina_princip(m) 	0
raio_externo_bobina_princip(m) 	0.01296
n_espiras_bobina_bucked        	0
raio_interno_bobina_bucked(m)  	0
raio_externo_bobina_bucked(m)  	0

### Observa��es ###
observacoes                    	Q14-001; 0�; Centro; Bobina Principal: 50 A; Bobina Auxiliar: -10 a 10 A



##### Dados de Leitura #####

n	avg_L.Nn(T/m^n-2)	std_L.Nn(T/m^n-2)	avg_L.Sn(T/m^n-2)	std_L.Sn(T/m^n-2)	avg_L.Bn(T/m^n-2)	std_L.Bn(T/m^n-2)	avg_angulo(rad)  	std_angulo(rad)  	avg_Nn/NnIma@12.0mm	std_Nn/NnIma@12.0mm	avg_Sn/NnIma@12.0mm	std_Sn/NnIma@12.0mm
1   	  +6.318220e-07   	  +8.797856e-07   	  -5.608887e-06   	  +1.170419e-06   	  +5.644361e-06   	  +1.177092e-06   	  +0.000000e+00   	  +0.000000e+00   	  +4.006693e-05   	  +5.579152e-05   	  -3.556870e-04   	  +7.422202e-05
2   	  +1.314097e+00   	  +3.533536e-05   	  +2.840459e-05   	  +7.715983e-05   	  +1.314097e+00   	  +3.533471e-05   	  +1.080779e-05   	  +2.785208e-05   	  +1.000000e+00   	  +2.688946e-05   	  +2.161529e-05   	  +5.871700e-05
3   	  +2.395239e-02   	  +4.654316e-03   	  +9.861819e-02   	  +4.801198e-03   	  +1.014853e-01   	  +5.231967e-03   	  +0.000000e+00   	  +0.000000e+00   	  +2.187271e-04   	  +4.250203e-05   	  +9.005562e-04   	  +4.384332e-05
4   	  +4.452585e-01   	  +2.727426e-01   	  +5.767275e-01   	  +3.896810e-01   	  +7.286081e-01   	  +2.680404e-01   	  +0.000000e+00   	  +0.000000e+00   	  +4.879185e-05   	  +2.988739e-05   	  +6.319835e-05   	  +4.270161e-05
5   	  +7.723467e+01   	  +2.371427e+01   	  +4.378816e+01   	  +2.640804e+01   	  +8.878400e+01   	  +3.010821e+01   	  +0.000000e+00   	  +0.000000e+00   	  +1.015614e-04   	  +3.118359e-05   	  +5.758018e-05   	  +3.472582e-05
6   	  -1.903803e+04   	  +1.812020e+03   	  +2.982934e+03   	  +2.536168e+03   	  +1.927030e+04   	  +1.740070e+03   	  +0.000000e+00   	  +0.000000e+00   	  -3.004136e-04   	  +2.859306e-05   	  +4.706968e-05   	  +4.001987e-05
7   	  +1.915639e+05   	  +1.297614e+05   	  +1.383582e+05   	  +2.153664e+05   	  +2.363043e+05   	  +1.296832e+05   	  +0.000000e+00   	  +0.000000e+00   	  +3.627375e-05   	  +2.457108e-05   	  +2.619895e-05   	  +4.078090e-05
8   	  -5.514171e+06   	  +1.549192e+07   	  +8.646014e+06   	  +2.113940e+07   	  +1.025474e+07   	  +1.085684e+07   	  +0.000000e+00   	  +0.000000e+00   	  -1.252969e-05   	  +3.520184e-05   	  +1.964608e-05   	  +4.803444e-05
9   	  -3.209266e+08   	  +2.137899e+09   	  -7.000587e+08   	  +1.093404e+09   	  +7.701143e+08   	  +1.167918e+09   	  +0.000000e+00   	  +0.000000e+00   	  -8.750784e-06   	  +5.829461e-05   	  -1.908867e-05   	  +2.981412e-05
10  	  +4.790258e+12   	  +1.533929e+11   	  +9.669187e+10   	  +1.181548e+11   	  +4.791234e+12   	  +1.529301e+11   	  +0.000000e+00   	  +0.000000e+00   	  +1.567406e-03   	  +5.019122e-05   	  +3.163825e-05   	  +3.866107e-05
11  	  +2.026308e+11   	  +1.107872e+13   	  +6.518772e+12   	  +1.209107e+13   	  +6.521920e+12   	  +6.140469e+12   	  +0.000000e+00   	  +0.000000e+00   	  +7.956266e-07   	  +4.350039e-05   	  +2.559585e-05   	  +4.747539e-05
12  	  +2.159753e+14   	  +4.733586e+14   	  +1.441788e+14   	  +1.139183e+15   	  +2.596784e+14   	  +8.381294e+14   	  +0.000000e+00   	  +0.000000e+00   	  +1.017628e-05   	  +2.230362e-05   	  +6.793389e-06   	  +5.367578e-05
13  	  -1.229377e+16   	  +5.323798e+16   	  +2.381733e+16   	  +8.307975e+16   	  +2.680302e+16   	  +4.705285e+16   	  +0.000000e+00   	  +0.000000e+00   	  -6.951063e-06   	  +3.010148e-05   	  +1.346664e-05   	  +4.697442e-05
14  	  -1.021850e+20   	  +6.356253e+18   	  +6.882450e+18   	  +6.983380e+18   	  +1.024166e+20   	  +6.390040e+18   	  +0.000000e+00   	  +0.000000e+00   	  -6.933218e-04   	  +4.312694e-05   	  +4.669717e-05   	  +4.738198e-05
15  	  +4.662277e+18   	  +4.201175e+20   	  +2.368700e+20   	  +6.276775e+20   	  +2.369159e+20   	  +2.277547e+20   	  +0.000000e+00   	  +0.000000e+00   	  +3.796006e-07   	  +3.420578e-05   	  +1.928585e-05   	  +5.110523e-05


##### Dados Brutos Armazenados(V.s) [1e-12] #####

##### Volta_1#####	##### Volta_2#####	##### Volta_3#####	##### Volta_4#####	##### Volta_5#####	##### Volta_6#####	##### Volta_7#####	##### Volta_8#####	##### Volta_9#####	#### Volta_10#####
-6.8507128000e+07 	-6.8183296000e+07 	-6.7992592000e+07 	-6.8509936000e+07 	-6.8302600000e+07 	-6.8163264000e+07 	-6.8274584000e+07 	-6.8207520000e+07 	-6.8140744000e+07 	-6.7939512000e+07
-6.3483084000e+07 	-6.3603044000e+07 	-6.3512996000e+07 	-6.3512172000e+07 	-6.2876844000e+07 	-6.3258816000e+07 	-6.3497476000e+07 	-6.3159128000e+07 	-6.3215580000e+07 	-6.3237444000e+07
-5.8169612000e+07 	-5.8543876000e+07 	-5.8677200000e+07 	-5.8296864000e+07 	-5.8820884000e+07 	-5.8161728000e+07 	-5.8389280000e+07 	-5.8399040000e+07 	-5.8326252000e+07 	-5.8171644000e+07
-5.2392496000e+07 	-5.2444620000e+07 	-5.2552848000e+07 	-5.2368608000e+07 	-5.1594308000e+07 	-5.2887160000e+07 	-5.2545804000e+07 	-5.2841036000e+07 	-5.2756804000e+07 	-5.2024952000e+07
-4.6125392000e+07 	-4.6089508000e+07 	-4.5925572000e+07 	-4.6053428000e+07 	-4.7026684000e+07 	-4.6058104000e+07 	-4.6047876000e+07 	-4.5683268000e+07 	-4.6009604000e+07 	-4.6711456000e+07
-3.9427852000e+07 	-3.9518536000e+07 	-3.9849392000e+07 	-3.9556132000e+07 	-3.9834692000e+07 	-3.9898016000e+07 	-3.9861652000e+07 	-3.9958120000e+07 	-3.9964384000e+07 	-4.0084820000e+07
-3.3593536000e+07 	-3.2811922000e+07 	-3.2693992000e+07 	-3.3548092000e+07 	-3.2977414000e+07 	-3.2803030000e+07 	-3.2658732000e+07 	-3.2894156000e+07 	-3.2816212000e+07 	-3.2906544000e+07
-2.6201158000e+07 	-2.6326246000e+07 	-2.5616676000e+07 	-2.5887802000e+07 	-2.5881406000e+07 	-2.5904942000e+07 	-2.5642682000e+07 	-2.6458940000e+07 	-2.5862444000e+07 	-2.5802528000e+07
-1.8080508000e+07 	-1.8444318000e+07 	-1.9260062000e+07 	-1.8416580000e+07 	-1.8638452000e+07 	-1.8440202000e+07 	-1.8925188000e+07 	-1.7708182000e+07 	-1.8633342000e+07 	-1.8421372000e+07
-1.1343998000e+07 	-1.1579215000e+07 	-1.1398542000e+07 	-1.1087840000e+07 	-1.0984528000e+07 	-1.1029168000e+07 	-1.1146192000e+07 	-1.1702542000e+07 	-1.1138683000e+07 	-1.0466669000e+07
-3.3137420000e+06 	-2.8776190000e+06 	-3.0358290000e+06 	-3.4545550000e+06 	-3.0156560000e+06 	-3.8028510000e+06 	-3.6134420000e+06 	-3.2606940000e+06 	-3.2772110000e+06 	-3.7665920000e+06
+4.8051650000e+06 	+4.1103040000e+06 	+4.6116430000e+06 	+4.3583230000e+06 	+3.8885010000e+06 	+4.5996830000e+06 	+4.9229550000e+06 	+4.3190260000e+06 	+4.1269430000e+06 	+3.6393330000e+06
+1.1013872000e+07 	+1.1792682000e+07 	+1.1400344000e+07 	+1.1368879000e+07 	+1.1698134000e+07 	+1.1906933000e+07 	+1.1174705000e+07 	+1.1852169000e+07 	+1.1376438000e+07 	+1.1435539000e+07
+1.8951796000e+07 	+1.9210922000e+07 	+1.9426894000e+07 	+1.8878980000e+07 	+1.9054896000e+07 	+1.8452220000e+07 	+1.9150170000e+07 	+1.8855956000e+07 	+1.9147758000e+07 	+1.9191950000e+07
+2.6306454000e+07 	+2.5990990000e+07 	+2.5551334000e+07 	+2.6381630000e+07 	+2.5774754000e+07 	+2.6453476000e+07 	+2.5719852000e+07 	+2.6224868000e+07 	+2.6536952000e+07 	+2.6352064000e+07
+3.4113616000e+07 	+3.3219776000e+07 	+3.3304944000e+07 	+3.3585220000e+07 	+3.4171660000e+07 	+3.3609252000e+07 	+3.3551160000e+07 	+3.3384086000e+07 	+3.2953216000e+07 	+3.4004236000e+07
+3.9793112000e+07 	+4.0496044000e+07 	+4.0234424000e+07 	+4.0640960000e+07 	+4.0310736000e+07 	+4.0231544000e+07 	+4.0703772000e+07 	+4.0284568000e+07 	+4.0823536000e+07 	+4.0523456000e+07
+4.7285116000e+07 	+4.7117224000e+07 	+4.7634324000e+07 	+4.7293524000e+07 	+4.6822512000e+07 	+4.7004100000e+07 	+4.6829972000e+07 	+4.7088160000e+07 	+4.6841212000e+07 	+4.6109648000e+07
+5.2718808000e+07 	+5.3240344000e+07 	+5.3274748000e+07 	+5.2808720000e+07 	+5.2735344000e+07 	+5.3325780000e+07 	+5.3250392000e+07 	+5.3145732000e+07 	+5.3182860000e+07 	+5.3231988000e+07
+5.8343556000e+07 	+5.8772812000e+07 	+5.8584524000e+07 	+5.8257728000e+07 	+5.9041380000e+07 	+5.8113732000e+07 	+5.8308416000e+07 	+5.8839576000e+07 	+5.8526284000e+07 	+5.8870876000e+07
+6.4152172000e+07 	+6.3737476000e+07 	+6.3386836000e+07 	+6.3630388000e+07 	+6.3628092000e+07 	+6.4109668000e+07 	+6.4173900000e+07 	+6.3835480000e+07 	+6.4040396000e+07 	+6.3833036000e+07
+6.8863720000e+07 	+6.8450896000e+07 	+6.8697112000e+07 	+6.9098144000e+07 	+6.8848088000e+07 	+6.9102392000e+07 	+6.8647368000e+07 	+6.8588176000e+07 	+6.8647456000e+07 	+6.9137112000e+07
+7.2990800000e+07 	+7.2890456000e+07 	+7.2920384000e+07 	+7.2804752000e+07 	+7.3243880000e+07 	+7.2770440000e+07 	+7.2847120000e+07 	+7.2812344000e+07 	+7.2839096000e+07 	+7.2784200000e+07
+7.6518624000e+07 	+7.6806928000e+07 	+7.6895232000e+07 	+7.6876056000e+07 	+7.6400880000e+07 	+7.6228824000e+07 	+7.6683888000e+07 	+7.6828112000e+07 	+7.6621520000e+07 	+7.6285272000e+07
+7.9956800000e+07 	+8.0185136000e+07 	+7.9914352000e+07 	+7.9970984000e+07 	+7.9895648000e+07 	+8.0303232000e+07 	+8.0018288000e+07 	+7.9849248000e+07 	+8.0104264000e+07 	+7.9997136000e+07
+8.2740528000e+07 	+8.2705656000e+07 	+8.2777024000e+07 	+8.2559056000e+07 	+8.2721504000e+07 	+8.2697224000e+07 	+8.2626144000e+07 	+8.2921424000e+07 	+8.2593696000e+07 	+8.2881240000e+07
+8.5071424000e+07 	+8.5043888000e+07 	+8.5046952000e+07 	+8.5102248000e+07 	+8.5202176000e+07 	+8.5048688000e+07 	+8.5084824000e+07 	+8.5067824000e+07 	+8.5133440000e+07 	+8.5163472000e+07
+8.6499024000e+07 	+8.6469040000e+07 	+8.6520152000e+07 	+8.6532720000e+07 	+8.6534040000e+07 	+8.6519912000e+07 	+8.6599064000e+07 	+8.6519072000e+07 	+8.6519248000e+07 	+8.6451280000e+07
+8.6937264000e+07 	+8.6955008000e+07 	+8.6913112000e+07 	+8.6990384000e+07 	+8.6897824000e+07 	+8.6954272000e+07 	+8.6917016000e+07 	+8.6924512000e+07 	+8.6932376000e+07 	+8.6923320000e+07
+8.7086584000e+07 	+8.7084408000e+07 	+8.7054432000e+07 	+8.7017232000e+07 	+8.7028616000e+07 	+8.7056008000e+07 	+8.7087448000e+07 	+8.7103656000e+07 	+8.7060400000e+07 	+8.7067688000e+07
+8.6307648000e+07 	+8.6312584000e+07 	+8.6280976000e+07 	+8.6259160000e+07 	+8.6415064000e+07 	+8.6342016000e+07 	+8.6349480000e+07 	+8.6328648000e+07 	+8.6265440000e+07 	+8.6429240000e+07
+8.5319064000e+07 	+8.5284968000e+07 	+8.5218048000e+07 	+8.5371792000e+07 	+8.5316792000e+07 	+8.5310936000e+07 	+8.5255504000e+07 	+8.5314528000e+07 	+8.5399760000e+07 	+8.5210048000e+07
+8.2968624000e+07 	+8.2901080000e+07 	+8.3003320000e+07 	+8.3093208000e+07 	+8.2997736000e+07 	+8.2791696000e+07 	+8.3063720000e+07 	+8.2830720000e+07 	+8.2882368000e+07 	+8.2921920000e+07
+7.9979888000e+07 	+7.9916376000e+07 	+7.9966184000e+07 	+7.9733664000e+07 	+7.9611080000e+07 	+7.9725544000e+07 	+7.9620896000e+07 	+7.9683768000e+07 	+7.9631072000e+07 	+7.9428824000e+07
+7.6605640000e+07 	+7.7066464000e+07 	+7.6732864000e+07 	+7.6674136000e+07 	+7.6676272000e+07 	+7.6818864000e+07 	+7.6672960000e+07 	+7.6931488000e+07 	+7.6854512000e+07 	+7.6790240000e+07
+7.2667168000e+07 	+7.2549040000e+07 	+7.2697136000e+07 	+7.2639808000e+07 	+7.2939304000e+07 	+7.3103864000e+07 	+7.2889520000e+07 	+7.3083408000e+07 	+7.3011688000e+07 	+7.3274704000e+07
+6.8863304000e+07 	+6.8665232000e+07 	+6.8809648000e+07 	+6.8632136000e+07 	+6.8862304000e+07 	+6.8818488000e+07 	+6.8864616000e+07 	+6.8456256000e+07 	+6.8591480000e+07 	+6.8901768000e+07
+6.4226664000e+07 	+6.3954076000e+07 	+6.4045124000e+07 	+6.4512696000e+07 	+6.4294800000e+07 	+6.3444916000e+07 	+6.3858128000e+07 	+6.4269836000e+07 	+6.3997728000e+07 	+6.3923248000e+07
+5.8847760000e+07 	+5.8798788000e+07 	+5.8710092000e+07 	+5.8957672000e+07 	+5.8742276000e+07 	+5.9273504000e+07 	+5.8982012000e+07 	+5.8747844000e+07 	+5.8651948000e+07 	+5.8598072000e+07
+5.2797556000e+07 	+5.3361308000e+07 	+5.3384360000e+07 	+5.2895900000e+07 	+5.2986148000e+07 	+5.3407644000e+07 	+5.2522576000e+07 	+5.3001596000e+07 	+5.3166608000e+07 	+5.2969568000e+07
+4.6986752000e+07 	+4.6992056000e+07 	+4.6940732000e+07 	+4.6848856000e+07 	+4.6735044000e+07 	+4.6231224000e+07 	+4.7259180000e+07 	+4.6814792000e+07 	+4.7173456000e+07 	+4.6891060000e+07
+4.0253304000e+07 	+4.0517172000e+07 	+4.0491436000e+07 	+4.0137248000e+07 	+4.0001704000e+07 	+4.0676196000e+07 	+4.0992508000e+07 	+4.0709800000e+07 	+4.0309724000e+07 	+4.0662288000e+07
